-0.98	0.244693
-0.94	0.256275
-0.9	0.265612
-0.86	0.277365
-0.82	0.28581
-0.78	0.29364
-0.74	0.304658
-0.7	0.31371
-0.66	0.321242
-0.62	0.329083
-0.58	0.33657
-0.54	0.343658
-0.5	0.350722
-0.46	0.358482
-0.42	0.364802
-0.38	0.372352
-0.34	0.375445
-0.3	0.380675
-0.26	0.384437
-0.22	0.38915
-0.18	0.392973
-0.14	0.39552
-0.1	0.39749
-0.06	0.397577
-0.02	0.398655
0.02	0.399375
0.06	0.397145
0.1	0.394493
0.14	0.3944
0.18	0.393575
0.22	0.390255
0.26	0.385717
0.3	0.3826
0.34	0.376875
0.38	0.37134
0.42	0.365387
0.46	0.36035
0.5	0.352942
0.54	0.344322
0.58	0.337707
0.62	0.32928
0.66	0.319742
0.7	0.312535
0.74	0.302577
0.78	0.29502
0.82	0.284935
0.86	0.276317
0.9	0.2661
0.94	0.25637
0.98	0.246322
