-0.98	0.247943
-0.94	0.25699
-0.9	0.266395
-0.86	0.275882
-0.82	0.284838
-0.78	0.294542
-0.74	0.302183
-0.7	0.314547
-0.66	0.320808
-0.62	0.329313
-0.58	0.336662
-0.54	0.343718
-0.5	0.353165
-0.46	0.35928
-0.42	0.365642
-0.38	0.370837
-0.34	0.375092
-0.3	0.382242
-0.26	0.385437
-0.22	0.38872
-0.18	0.392135
-0.14	0.397052
-0.1	0.394767
-0.06	0.39963
-0.02	0.399722
0.02	0.397782
0.06	0.398825
0.1	0.39588
0.14	0.396112
0.18	0.392495
0.22	0.388145
0.26	0.386163
0.3	0.380675
0.34	0.376877
0.38	0.371003
0.42	0.36543
0.46	0.356882
0.5	0.351148
0.54	0.344867
0.58	0.337938
0.62	0.32829
0.66	0.319585
0.7	0.313117
0.74	0.303992
0.78	0.293778
0.82	0.286517
0.86	0.276228
0.9	0.265135
0.94	0.25608
0.98	0.24571
